Signal_ID,Date,Signal_Type,Signal_Strength,Confidence_Score,Entry_Price,Exit_Price,Predicted_Price,Target_Price,Stop_Loss_Price,Actual_Gain_Loss_Pct,Actual_Gain_Loss_Amount,Max_Gain_During_Period,Max_Loss_During_Period,Volatility_During_Period,Prediction_Accuracy,Target_Hit,Stop_Loss_Hit,Exit_Reason,Planned_Duration_Days,Actual_Duration_Days,Annualized_Return_Pct,Risk_Reward_Ratio,Portfolio_Value_After_Trade,Predicted_Trend,Actual_Trend,Trade_Success,High_Confidence
SIG_0334,Day_333,BUY,Strong,6.63,54.18,29.74,4091.02,59.6,52.55,-45.11,-105715.14,0.0,-45.11,45.11,Incorrect,No,Yes,Stop_Loss,1,1,-16464.75,3.33,2237839.03,Bullish,Bearish,Loss,Yes
SIG_0335,Day_334,SELL,Strong,29.61,29.74,55.38,2879.74,32.71,28.85,86.21,0.0,86.21,0.0,86.21,Incorrect,Yes,No,Target_Hit,1,1,31468.06,3.33,2237839.03,Bearish,Bullish,Profitable,Yes
SIG_0336,Day_335,BUY,Strong,21.17,55.38,30.09,3489.27,60.92,53.72,-45.67,-102193.84,0.0,-45.67,45.67,Incorrect,No,Yes,Stop_Loss,1,1,-16668.2,3.33,2135645.19,Bullish,Bearish,Loss,Yes
SIG_0337,Day_336,SELL,Strong,21.87,30.09,30.39,2726.04,33.1,29.19,1.0,0.0,1.0,0.0,1.0,Incorrect,No,No,Target_Duration,1,1,363.91,3.33,2135645.19,Bearish,Bullish,Profitable,Yes
SIG_0338,Day_337,SELL,Strong,6.81,30.39,56.24,2540.43,33.43,29.48,85.06,0.0,85.06,0.0,85.06,Incorrect,Yes,No,Target_Hit,1,1,31047.22,3.33,2135645.19,Bearish,Bullish,Profitable,Yes
SIG_0339,Day_338,BUY,Strong,41.11,56.24,30.3,3584.69,61.86,54.55,-46.12,-98503.98,0.0,-46.12,46.12,Incorrect,No,Yes,Stop_Loss,1,1,-16835.17,3.33,2037141.22,Bullish,Bearish,Loss,Yes
SIG_0340,Day_339,BUY,Strong,8.71,30.3,56.02,3896.93,33.33,29.39,84.88,172921.69,84.88,0.0,84.88,Correct,Yes,No,Target_Hit,1,1,30982.84,3.33,2210062.91,Bullish,Bullish,Profitable,Yes
SIG_0341,Day_340,SELL,Strong,29.11,56.02,30.36,2762.54,61.62,54.34,-45.81,0.0,0.0,-45.81,45.81,Correct,No,Yes,Stop_Loss,1,1,-16718.85,3.33,2210062.91,Bearish,Bearish,Loss,Yes
SIG_0342,Day_341,SELL,Strong,15.41,30.36,56.5,2336.95,33.4,29.45,86.1,0.0,86.1,0.0,86.1,Incorrect,Yes,No,Target_Hit,1,1,31426.55,3.33,2210062.91,Bearish,Bullish,Profitable,Yes
SIG_0343,Day_342,BUY,Strong,43.8,56.5,58.2,3360.57,62.15,54.8,3.01,6649.75,3.01,0.0,3.01,Correct,No,No,Target_Duration,1,1,1098.23,3.33,2216712.65,Bullish,Bullish,Profitable,Yes
SIG_0344,Day_343,SELL,Strong,23.15,58.2,30.37,2582.43,64.02,56.45,-47.82,0.0,0.0,-47.82,47.82,Correct,No,Yes,Stop_Loss,1,1,-17453.52,3.33,2216712.65,Bearish,Bearish,Loss,Yes
SIG_0345,Day_344,BUY,Strong,36.89,30.37,54.51,3535.19,33.41,29.46,79.49,176198.36,79.49,0.0,79.49,Correct,Yes,No,Target_Hit,1,1,29012.51,3.33,2392911.02,Bullish,Bullish,Profitable,Yes
SIG_0346,Day_345,SELL,Strong,22.46,54.51,29.3,2741.29,59.96,52.87,-46.25,0.0,0.0,-46.25,46.25,Correct,No,Yes,Stop_Loss,1,1,-16880.66,3.33,2392911.02,Bearish,Bearish,Loss,Yes
SIG_0347,Day_346,BUY,Strong,33.08,29.3,29.07,3647.98,32.23,28.42,-0.78,-1878.39,0.0,-0.78,0.78,Incorrect,No,No,Target_Duration,1,1,-286.52,3.33,2391032.62,Bullish,Bearish,Loss,Yes
SIG_0348,Day_347,SELL,Strong,19.71,29.07,53.99,2929.11,31.98,28.2,85.72,0.0,85.72,0.0,85.72,Incorrect,Yes,No,Target_Hit,1,1,31289.3,3.33,2391032.62,Bearish,Bullish,Profitable,Yes
SIG_0349,Day_348,BUY,Strong,28.67,53.99,53.3,3768.97,59.39,52.37,-1.28,-3055.77,0.0,-1.28,1.28,Incorrect,No,No,Target_Duration,1,1,-466.48,3.33,2387976.85,Bullish,Bearish,Loss,Yes
SIG_0350,Day_349,SELL,Strong,20.86,53.3,28.85,2982.94,58.63,51.7,-45.87,0.0,0.0,-45.87,45.87,Correct,No,Yes,Stop_Loss,1,1,-16743.43,3.33,2387976.85,Bearish,Bearish,Loss,Yes
SIG_0351,Day_350,BUY,Strong,25.41,28.85,52.5,3740.92,31.74,27.98,81.98,195756.16,81.98,0.0,81.98,Correct,Yes,No,Target_Hit,1,1,29921.14,3.33,2583733.01,Bullish,Bullish,Profitable,Yes
SIG_0352,Day_351,BUY,Strong,5.45,52.5,28.99,3944.73,57.75,50.92,-44.78,-115702.02,0.0,-44.78,44.78,Incorrect,No,Yes,Stop_Loss,1,1,-16345.05,3.33,2468030.98,Bullish,Bearish,Loss,Yes
SIG_0353,Day_352,SELL,Strong,29.52,28.99,50.27,2780.32,31.89,28.12,73.4,0.0,73.4,0.0,73.4,Incorrect,Yes,No,Target_Hit,1,1,26792.69,3.33,2468030.98,Bearish,Bullish,Profitable,Yes
SIG_0354,Day_353,SELL,Strong,12.36,50.27,28.35,2436.67,55.3,48.76,-43.6,0.0,0.0,-43.6,43.6,Correct,No,Yes,Stop_Loss,1,1,-15915.66,3.33,2468030.98,Bearish,Bearish,Loss,Yes
SIG_0355,Day_354,BUY,Strong,38.76,28.35,28.97,3381.12,31.19,27.5,2.19,5397.46,2.19,0.0,2.19,Correct,No,No,Target_Duration,1,1,798.24,3.33,2473428.44,Bullish,Bullish,Profitable,Yes
SIG_0356,Day_355,BUY,Strong,12.3,28.97,52.4,3797.01,31.87,28.1,80.88,200042.9,80.88,0.0,80.88,Correct,Yes,No,Target_Hit,1,1,29520.02,3.33,2673471.34,Bullish,Bullish,Profitable,Yes
SIG_0357,Day_356,SELL,Strong,28.27,52.4,50.2,2723.58,57.64,50.83,-4.2,0.0,0.0,-4.2,4.2,Correct,No,Yes,Stop_Loss,1,1,-1532.44,3.33,2673471.34,Bearish,Bearish,Loss,Yes
SIG_0358,Day_357,BUY,Strong,19.36,50.2,27.96,3250.98,55.22,48.69,-44.3,-118442.24,0.0,-44.3,44.3,Incorrect,No,Yes,Stop_Loss,1,1,-16170.52,3.33,2555029.11,Bullish,Bearish,Loss,Yes
SIG_0359,Day_358,SELL,Strong,23.54,27.96,27.83,2485.85,30.76,27.12,-0.46,0.0,0.0,-0.46,0.46,Correct,No,No,Target_Duration,1,1,-169.71,3.33,2555029.11,Bearish,Bearish,Loss,Yes
SIG_0360,Day_359,BUY,Strong,28.23,27.83,49.59,3187.6,30.61,27.0,78.19,199775.18,78.19,0.0,78.19,Correct,Yes,No,Target_Hit,1,1,28538.99,3.33,2754804.29,Bullish,Bullish,Profitable,Yes
SIG_0361,Day_360,SELL,Strong,21.64,49.59,27.66,2497.7,54.55,48.1,-44.22,0.0,0.0,-44.22,44.22,Correct,No,Yes,Stop_Loss,1,1,-16141.26,3.33,2754804.29,Bearish,Bearish,Loss,Yes
SIG_0362,Day_361,SELL,Strong,4.49,27.66,48.29,2385.54,30.43,26.83,74.58,0.0,74.58,0.0,74.58,Incorrect,Yes,No,Target_Hit,1,1,27223.25,3.33,2754804.29,Bearish,Bullish,Profitable,Yes
SIG_0363,Day_362,BUY,Strong,52.66,48.29,27.31,3641.65,53.12,46.84,-43.45,-119684.81,0.0,-43.45,43.45,Incorrect,No,Yes,Stop_Loss,1,1,-15857.73,3.33,2635119.48,Bullish,Bearish,Loss,Yes
SIG_0364,Day_363,SELL,Strong,20.52,27.31,49.06,2894.34,30.04,26.49,79.64,0.0,79.64,0.0,79.64,Incorrect,Yes,No,Target_Hit,1,1,29069.02,3.33,2635119.48,Bearish,Bullish,Profitable,Yes
SIG_0365,Day_364,BUY,Strong,31.35,49.06,53.14,3801.71,53.97,47.59,8.32,21914.57,8.32,0.0,8.32,Correct,No,No,Target_Duration,1,1,3035.47,3.33,2657034.05,Bullish,Bullish,Profitable,Yes
SIG_0366,Day_365,SELL,Strong,22.47,53.14,28.99,2947.5,58.45,51.55,-45.45,0.0,0.0,-45.45,45.45,Correct,No,Yes,Stop_Loss,1,1,-16587.79,3.33,2657034.05,Bearish,Bearish,Loss,Yes
SIG_0367,Day_366,BUY,Strong,28.31,28.99,56.63,3781.91,31.89,28.12,95.34,253330.19,95.34,0.0,95.34,Correct,Yes,No,Target_Hit,1,1,34800.28,3.33,2910364.24,Bullish,Bullish,Profitable,Yes
SIG_0368,Day_367,BUY,Strong,7.47,56.63,30.08,4064.58,62.29,54.93,-46.88,-136447.41,0.0,-46.88,46.88,Incorrect,No,Yes,Stop_Loss,1,1,-17112.4,3.33,2773916.82,Bullish,Bearish,Loss,Yes
SIG_0369,Day_368,SELL,Strong,28.87,30.08,56.33,2891.31,33.09,29.18,87.27,0.0,87.27,0.0,87.27,Incorrect,Yes,No,Target_Hit,1,1,31852.56,3.33,2773916.82,Bearish,Bullish,Profitable,Yes
SIG_0370,Day_369,BUY,Strong,20.06,56.33,30.58,3471.21,61.96,54.64,-45.71,-126803.41,0.0,-45.71,45.71,Incorrect,No,Yes,Stop_Loss,1,1,-16685.16,3.33,2647113.42,Bullish,Bearish,Loss,Yes
SIG_0371,Day_370,SELL,Strong,23.13,30.58,30.43,2668.29,33.64,29.66,-0.49,0.0,0.0,-0.49,0.49,Correct,No,No,Target_Duration,1,1,-179.04,3.33,2647113.42,Bearish,Bearish,Loss,Yes
SIG_0372,Day_371,SELL,Strong,9.61,30.43,55.97,2411.73,33.47,29.52,83.93,0.0,83.93,0.0,83.93,Incorrect,Yes,No,Target_Hit,1,1,30634.57,3.33,2647113.42,Bearish,Bullish,Profitable,Yes
SIG_0373,Day_372,BUY,Strong,47.96,55.97,57.06,3568.47,61.57,54.29,1.95,5155.18,1.95,0.0,1.95,Correct,No,No,Target_Duration,1,1,710.83,3.33,2652268.6,Bullish,Bullish,Profitable,Yes
SIG_0374,Day_373,BUY,Strong,12.48,57.06,30.56,4013.76,62.77,55.35,-46.44,-123177.56,0.0,-46.44,46.44,Incorrect,No,Yes,Stop_Loss,1,1,-16951.45,3.33,2529091.03,Bullish,Bearish,Loss,Yes
SIG_0375,Day_374,SELL,Strong,29.31,30.56,30.43,2837.31,33.62,29.64,-0.43,0.0,0.0,-0.43,0.43,Correct,No,No,Target_Duration,1,1,-155.27,3.33,2529091.03,Bearish,Bearish,Loss,Yes
SIG_0376,Day_375,SELL,Strong,12.86,30.43,58.23,2472.5,33.47,29.52,91.36,0.0,91.36,0.0,91.36,Incorrect,Yes,No,Target_Hit,1,1,33345.38,3.33,2529091.03,Bearish,Bullish,Profitable,Yes
SIG_0377,Day_376,BUY,Strong,42.15,58.23,56.96,3514.68,64.05,56.48,-2.18,-5515.96,0.0,-2.18,2.18,Incorrect,No,No,Target_Duration,1,1,-796.07,3.33,2523575.07,Bullish,Bearish,Loss,Yes
SIG_0378,Day_377,SELL,Strong,18.18,56.96,29.95,2875.56,62.66,55.25,-47.42,0.0,0.0,-47.42,47.42,Correct,No,Yes,Stop_Loss,1,1,-17308.02,3.33,2523575.07,Bearish,Bearish,Loss,Yes
SIG_0379,Day_378,BUY,Strong,28.61,29.95,29.97,3698.28,32.94,29.05,0.07,168.52,0.07,0.0,0.07,Correct,No,No,Target_Duration,1,1,24.37,3.33,2523743.59,Bullish,Bullish,Profitable,Yes
SIG_0380,Day_379,SELL,Strong,23.44,29.97,57.0,2831.33,32.97,29.07,90.19,0.0,90.19,0.0,90.19,Incorrect,Yes,No,Target_Hit,1,1,32919.42,3.33,2523743.59,Bearish,Bullish,Profitable,Yes
SIG_0381,Day_380,BUY,Strong,26.65,57.0,56.31,3585.9,62.7,55.29,-1.21,-3055.06,0.0,-1.21,1.21,Incorrect,No,No,Target_Duration,1,1,-441.84,3.33,2520688.53,Bullish,Bearish,Loss,Yes
SIG_0382,Day_381,SELL,Strong,19.82,56.31,29.85,2875.35,61.94,54.62,-46.99,0.0,0.0,-46.99,46.99,Correct,No,Yes,Stop_Loss,1,1,-17151.31,3.33,2520688.53,Bearish,Bearish,Loss,Yes
SIG_0383,Day_382,BUY,Strong,25.86,29.85,29.93,3618.92,32.84,28.95,0.27,675.56,0.27,0.0,0.27,Correct,No,No,Target_Duration,1,1,97.82,3.33,2521364.09,Bullish,Bullish,Profitable,Yes
SIG_0384,Day_383,BUY,Strong,6.3,29.93,56.87,3846.84,32.92,29.03,90.01,226948.04,90.01,0.0,90.01,Correct,Yes,No,Target_Hit,1,1,32853.66,3.33,2748312.13,Bullish,Bullish,Profitable,Yes
SIG_0385,Day_384,SELL,Strong,26.46,56.87,30.0,2829.04,62.56,55.16,-47.25,0.0,0.0,-47.25,47.25,Correct,No,Yes,Stop_Loss,1,1,-17245.56,3.33,2748312.13,Bearish,Bearish,Loss,Yes
SIG_0386,Day_385,BUY,Strong,13.61,30.0,57.36,3213.95,33.0,29.1,91.2,250646.07,91.2,0.0,91.2,Correct,Yes,No,Target_Hit,1,1,33288.0,3.33,2998958.2,Bullish,Bullish,Profitable,Yes
SIG_0387,Day_386,SELL,Strong,21.78,57.36,29.85,2513.87,63.1,55.64,-47.96,0.0,0.0,-47.96,47.96,Correct,No,Yes,Stop_Loss,1,1,-17505.49,3.33,2998958.2,Bearish,Bearish,Loss,Yes
SIG_0388,Day_387,SELL,Strong,5.98,29.85,57.27,2363.52,32.84,28.95,91.86,0.0,91.86,0.0,91.86,Incorrect,Yes,No,Target_Hit,1,1,33528.64,3.33,2998958.2,Bearish,Bullish,Profitable,Yes
SIG_0389,Day_388,BUY,Strong,38.87,57.27,57.79,3282.14,63.0,55.55,0.91,2722.99,0.91,0.0,0.91,Correct,No,No,Target_Duration,1,1,331.41,3.33,3001681.19,Bullish,Bullish,Profitable,Yes
SIG_0390,Day_389,BUY,Strong,10.13,57.79,30.05,3614.53,63.57,56.06,-48.0,-144084.85,0.0,-48.0,48.0,Incorrect,No,Yes,Stop_Loss,1,1,-17520.51,3.33,2857596.34,Bullish,Bearish,Loss,Yes
SIG_0391,Day_390,SELL,Strong,24.19,30.05,29.96,2740.33,33.06,29.15,-0.3,0.0,0.0,-0.3,0.3,Correct,No,No,Target_Duration,1,1,-109.32,3.33,2857596.34,Bearish,Bearish,Loss,Yes
SIG_0392,Day_391,SELL,Strong,12.64,29.96,57.62,2393.93,32.96,29.06,92.32,0.0,92.32,0.0,92.32,Incorrect,Yes,No,Target_Hit,1,1,33697.93,3.33,2857596.34,Bearish,Bullish,Profitable,Yes
SIG_0393,Day_392,BUY,Strong,35.21,57.62,29.95,3236.79,63.38,55.89,-48.02,-137226.12,0.0,-48.02,48.02,Incorrect,No,Yes,Stop_Loss,1,1,-17527.85,3.33,2720370.22,Bullish,Bearish,Loss,Yes
SIG_0394,Day_393,SELL,Strong,15.72,29.95,57.12,2728.08,32.94,29.05,90.72,0.0,90.72,0.0,90.72,Incorrect,Yes,No,Target_Hit,1,1,33112.02,3.33,2720370.22,Bearish,Bullish,Profitable,Yes
SIG_0395,Day_394,BUY,Strong,24.92,57.12,30.0,3408.04,62.83,55.41,-47.48,-129160.43,0.0,-47.48,47.48,Incorrect,No,Yes,Stop_Loss,1,1,-17329.83,3.33,2591209.78,Bullish,Bearish,Loss,Yes
SIG_0396,Day_395,SELL,Strong,19.28,30.0,56.16,2751.14,33.0,29.1,87.2,0.0,87.2,0.0,87.2,Incorrect,Yes,No,Target_Hit,1,1,31828.0,3.33,2591209.78,Bearish,Bullish,Profitable,Yes
SIG_0397,Day_396,BUY,Strong,23.83,56.16,59.82,3406.65,61.78,54.48,6.52,16887.16,6.52,0.0,6.52,Correct,No,No,Target_Duration,1,1,2378.74,3.33,2608096.94,Bullish,Bullish,Profitable,Yes
SIG_0398,Day_397,BUY,Strong,5.82,59.82,31.74,3604.89,65.8,58.03,-46.94,-122426.22,0.0,-46.94,46.94,Incorrect,No,Yes,Stop_Loss,1,1,-17133.4,3.33,2485670.73,Bullish,Bearish,Loss,Yes
SIG_0399,Day_398,SELL,Strong,26.83,31.74,32.5,2637.67,34.91,30.79,2.39,0.0,2.39,0.0,2.39,Incorrect,No,No,Target_Duration,1,1,873.98,3.33,2485670.73,Bearish,Bullish,Profitable,Yes
SIG_0400,Day_399,BUY,Strong,19.72,32.5,61.79,3157.73,35.75,31.52,90.12,224016.29,90.12,0.0,90.12,Correct,Yes,No,Target_Hit,1,1,32894.92,3.33,2709687.02,Bullish,Bullish,Profitable,Yes
SIG_0401,Day_400,SELL,Strong,19.66,61.79,32.08,2536.96,67.97,59.94,-48.08,0.0,0.0,-48.08,48.08,Correct,No,Yes,Stop_Loss,1,1,-17550.01,3.33,2709687.02,Bearish,Bearish,Loss,Yes
SIG_0402,Day_401,BUY,Strong,26.89,32.08,62.2,3219.08,35.29,31.12,93.89,254413.26,93.89,0.0,93.89,Correct,Yes,No,Target_Hit,1,1,34269.95,3.33,2964100.28,Bullish,Bullish,Profitable,Yes
SIG_0403,Day_402,SELL,Strong,18.66,62.2,31.57,2618.3,68.42,60.33,-49.24,0.0,0.0,-49.24,49.24,Correct,No,Yes,Stop_Loss,1,1,-17974.2,3.33,2964100.28,Bearish,Bearish,Loss,Yes
SIG_0404,Day_403,SELL,Strong,6.16,31.57,61.7,2457.03,34.73,30.62,95.44,0.0,95.44,0.0,95.44,Incorrect,Yes,No,Target_Hit,1,1,34835.13,3.33,2964100.28,Bearish,Bullish,Profitable,Yes
SIG_0405,Day_404,BUY,Strong,44.61,61.7,32.61,3553.17,67.87,59.85,-47.15,-139749.88,0.0,-47.15,47.15,Incorrect,No,Yes,Stop_Loss,1,1,-17208.83,3.33,2824350.4,Bullish,Bearish,Loss,Yes
SIG_0406,Day_405,SELL,Strong,13.85,32.61,64.53,3061.19,35.87,31.63,97.88,0.0,97.88,0.0,97.88,Incorrect,Yes,No,Target_Hit,1,1,35727.69,3.33,2824350.4,Bearish,Bullish,Profitable,Yes
SIG_0407,Day_406,BUY,Strong,24.34,64.53,32.89,3806.4,70.98,62.59,-49.03,-138482.02,0.0,-49.03,49.03,Incorrect,No,Yes,Stop_Loss,1,1,-17896.48,3.33,2685868.38,Bullish,Bearish,Loss,Yes
SIG_0408,Day_407,BUY,Strong,4.04,32.89,64.91,3960.03,36.18,31.9,97.35,261482.23,97.35,0.0,97.35,Correct,Yes,No,Target_Hit,1,1,35534.51,3.33,2947350.61,Bullish,Bullish,Profitable,Yes
SIG_0409,Day_408,SELL,Strong,26.87,64.91,34.46,2895.96,71.4,62.96,-46.91,0.0,0.0,-46.91,46.91,Correct,No,Yes,Stop_Loss,1,1,-17122.55,3.33,2947350.61,Bearish,Bearish,Loss,Yes
SIG_0410,Day_409,SELL,Strong,11.28,34.46,63.84,2569.42,37.91,33.43,85.26,0.0,85.26,0.0,85.26,Incorrect,Yes,No,Target_Hit,1,1,31119.27,3.33,2947350.61,Bearish,Bullish,Profitable,Yes
SIG_0411,Day_410,BUY,Strong,32.21,63.84,33.9,3397.06,70.22,61.92,-46.9,-138226.31,0.0,-46.9,46.9,Incorrect,No,Yes,Stop_Loss,1,1,-17117.95,3.33,2809124.3,Bullish,Bearish,Loss,Yes
SIG_0412,Day_411,SELL,Strong,15.5,33.9,64.08,2870.66,37.29,32.88,89.03,0.0,89.03,0.0,89.03,Incorrect,Yes,No,Target_Hit,1,1,32494.69,3.33,2809124.3,Bearish,Bullish,Profitable,Yes
SIG_0413,Day_412,BUY,Strong,21.68,64.08,63.97,3492.91,70.49,62.16,-0.17,-482.22,0.0,-0.17,0.17,Incorrect,No,No,Target_Duration,1,1,-62.66,3.33,2808642.08,Bullish,Bearish,Loss,Yes
SIG_0414,Day_413,SELL,Strong,16.23,63.97,34.12,2925.84,70.37,62.05,-46.66,0.0,0.0,-46.66,46.66,Correct,No,Yes,Stop_Loss,1,1,-17031.81,3.33,2808642.08,Bearish,Bearish,Loss,Yes
SIG_0415,Day_414,BUY,Strong,17.65,34.12,33.38,3442.26,37.53,33.1,-2.17,-6091.43,0.0,-2.17,2.17,Incorrect,No,No,Target_Duration,1,1,-791.62,3.33,2802550.65,Bullish,Bearish,Loss,Yes
SIG_0416,Day_415,BUY,Strong,2.65,33.38,63.95,3533.56,36.72,32.38,91.58,256662.59,91.58,0.0,91.58,Correct,Yes,No,Target_Hit,1,1,33427.35,3.33,3059213.25,Bullish,Bullish,Profitable,Yes
SIG_0417,Day_416,SELL,Strong,25.86,63.95,33.52,2619.9,70.35,62.03,-47.58,0.0,0.0,-47.58,47.58,Correct,No,Yes,Stop_Loss,1,1,-17368.18,3.33,3059213.25,Bearish,Bearish,Loss,Yes
SIG_0418,Day_417,SELL,Strong,8.73,33.52,62.48,2391.11,36.87,32.51,86.4,0.0,86.4,0.0,86.4,Incorrect,Yes,No,Target_Hit,1,1,31534.61,3.33,3059213.25,Bearish,Bullish,Profitable,Yes
SIG_0419,Day_418,BUY,Strong,32.12,62.48,33.91,3159.04,68.73,60.61,-45.73,-139887.52,0.0,-45.73,45.73,Incorrect,No,Yes,Stop_Loss,1,1,-16690.22,3.33,2919325.73,Bullish,Bearish,Loss,Yes
SIG_0420,Day_419,BUY,Strong,9.62,33.91,62.12,3462.84,37.3,32.89,83.19,242861.04,83.19,0.0,83.19,Correct,Yes,No,Target_Hit,1,1,30364.64,3.33,3162186.77,Bullish,Bullish,Profitable,Yes
SIG_0421,Day_420,SELL,Strong,22.4,62.12,31.82,2687.11,68.33,60.26,-48.78,0.0,0.0,-48.78,48.78,Correct,No,Yes,Stop_Loss,1,1,-17803.44,3.33,3162186.77,Bearish,Bearish,Loss,Yes
SIG_0422,Day_421,BUY,Strong,14.2,31.82,60.31,3068.67,35.0,30.87,89.53,283126.02,89.53,0.0,89.53,Correct,Yes,No,Target_Hit,1,1,32680.23,3.33,3445312.79,Bullish,Bullish,Profitable,Yes
SIG_0423,Day_422,SELL,Strong,16.74,60.31,58.52,2554.95,66.34,58.5,-2.97,0.0,0.0,-2.97,2.97,Correct,No,No,Target_Duration,1,1,-1083.32,3.33,3445312.79,Bearish,Bearish,Loss,Yes
SIG_0424,Day_423,BUY,Strong,18.36,58.52,31.97,3024.0,64.37,56.76,-45.37,-156310.76,0.0,-45.37,45.37,Incorrect,No,Yes,Stop_Loss,1,1,-16559.72,3.33,3289002.03,Bullish,Bearish,Loss,Yes
